reaction_id,name,lower_bound,upper_bound,is_reversible,reaction_string
O16A4Lpp,O16 anitgen (x4) ligase (periplasm),0.0,1000.0,False,colipa_p + o16a4und_p --> h_p + o16a4colipa_p + udcpdp_p
PRASCSi,Phosphoribosylaminoimidazolesuccinocarboxamide synthase,0.0,1000.0,False,5aizc_c + asp__L_c + atp_c --> 25aics_c + adp_c + h_c + pi_c
MALTATr,Maltose O-acetyltransferase,-1000.0,1000.0,True,accoa_c + malt_c <=> acmalt_c + coa_c
DHBSH,"2,3-dihydroxybenzoylserine hydrolase",0.0,1000.0,False,23dhbzs_c + h2o_c --> 23dhb_c + ser__L_c
MALDDH,Malate decarboxylating oxidoreductase (decarboxylating),0.0,1000.0,False,mal__D_c + nad_c --> co2_c + nadh_c + pyr_c
FE2tex,Iron (II) transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,fe2_e <=> fe2_p
NMNtex,NMN transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,nmn_e <=> nmn_p
ENTERES,Enterochelin Esterase,0.0,1000.0,False,enter_c + 3.0 h2o_c --> 3.0 23dhbzs_c + 3.0 h_c
NO2tex,Nitrite transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,no2_e <=> no2_p
TRSARr,Tartronate semialdehyde reductase,-1000.0,1000.0,True,2h3oppan_c + h_c + nadh_c <=> glyc__R_c + nad_c
DHPS2,Dihydropteroate synthase,0.0,1000.0,False,4abz_c + 6hmhptpp_c --> dhpt_c + ppi_c
FEOXAMUtex,Ferroxamine (minus Fe3) secretion (to extracellular),0.0,1000.0,False,feoxam_un_p + h_p --> feoxam_un_e + h_c
ARBTNtpp,Aerobactin secretion (to periplasm),0.0,1000.0,False,arbtn_c + h_p --> arbtn_p + h_c
MTHFC,Methenyltetrahydrofolate cyclohydrolase,-1000.0,1000.0,True,h2o_c + methf_c <=> 10fthf_c + h_c
ARBTNtex,Aerobactin secretion (to extracellular),0.0,1000.0,False,arbtn_p + h_p --> arbtn_e + h_c
MTHFD,Methylenetetrahydrofolate dehydrogenase (NADP),-1000.0,1000.0,True,mlthf_c + nadp_c <=> methf_c + nadph_c
LYXI,Lyxose isomerase,0.0,1000.0,False,lyx__L_c --> xylu__L_c
BUTt2rpp,"Butyrate transport via proton symport, reversible (periplasm)",-1000.0,1000.0,True,but_p + h_p <=> but_c + h_c
CADVtpp,Lysine/Cadaverine antiporter (periplasm),0.0,1000.0,False,15dap_c + h_p + lys__L_p --> 15dap_p + h_c + lys__L_c
QULNS,Quinolinate synthase,0.0,1000.0,False,dhap_c + iasp_c --> 2.0 h2o_c + pi_c + quln_c
23CAMPtex,23cAMP transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,23camp_e <=> 23camp_p
23CCMPtex,23cCMP transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,23ccmp_e <=> 23ccmp_p
23CUMPtex,23cUMP transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,23cump_e <=> 23cump_p
23CGMPtex,23cGMP transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,23cgmp_e <=> 23cgmp_p
3AMPtex,3AMP transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,3amp_e <=> 3amp_p
3CMPtex,3CMP transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,3cmp_e <=> 3cmp_p
LADGMDH,L-alanyl-gamma-D-glutamyl-meso-diaminopimelate hydrolase,0.0,1000.0,False,LalaDgluMdap_c + h2o_c --> 26dap__M_c + LalaDglu_c
ALKP,Alkaline phosphatase,0.0,1000.0,False,dhap_c + h2o_c --> dha_c + pi_c
GDPtex,GDP transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,gdp_e <=> gdp_p
EX_cobalt2_e,Co2+ exchange,-1000.0,1000.0,True,cobalt2_e <=> 
ALAGLUE,L-alanyl-gamma-glutamate epimerase,-1000.0,1000.0,True,LalaDglu_c <=> LalaLglu_c
FEENTERtpp,Enterochelin transport (secretion),0.0,1000.0,False,enter_c + h_p --> enter_p + h_c
TMAtex,Trimethylamine transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,tma_e <=> tma_p
EX_pheme_e,Protoheme exchange,0.0,1000.0,False,pheme_e --> 
TMAOtex,Trimethylamine N-oxide transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,tmao_e <=> tmao_p
TREtex,Trehalose transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,tre_e <=> tre_p
L_LACD3,L-Lactate dehydrogenase (menaquinone),0.0,1000.0,False,lac__L_c + mqn8_c --> mql8_c + pyr_c
FEENTERtex,Enterochelin transport (secretion periplasm),0.0,1000.0,False,enter_p + h_p --> enter_e + h_c
FE3HOXUtpp,Fe(III)hydroxamate unloaded secretion (extracellular),0.0,1000.0,False,fe3hox_un_p + h_p --> fe3hox_un_e + h_c
FEOXAMUtpp,Ferroxamine (minus Fe3) secretion (to periplasm),0.0,1000.0,False,feoxam_un_c + h_p --> feoxam_un_p + h_c
FECRMUtpp,Ferrichrome (minus Fe) secretion (to periplasm),0.0,1000.0,False,fecrm_un_c + h_p --> fecrm_un_p + h_c
FE3HOXR2,Fe(III)hydroxamate reductase,0.0,1000.0,False,2.0 fe3hox_c + fmnh2_c --> 2.0 fe2_c + 2.0 fe3hox_un_c + fmn_c + 2.0 h_c
L_LACD2,L-Lactate dehydrogenase (ubiquinone),0.0,1000.0,False,lac__L_c + q8_c --> pyr_c + q8h2_c
ACACT6r,Acetyl-CoA C-acyltransferase (dodecanoyl-CoA) (r),-1000.0,1000.0,True,accoa_c + ddcacoa_c <=> 3otdcoa_c + coa_c
TRPtex,L-tryptophan transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,trp__L_e <=> trp__L_p
PTRCt2pp,Putrescine transport in via proton symport,0.0,1000.0,False,h_p + ptrc_p --> h_c + ptrc_c
GGGABAH,Gamma-glutamyl-gamma-aminobutyric acid hydrolase,0.0,1000.0,False,gg4abut_c + h2o_c --> 4abut_c + glu__L_c
PNTOtex,Pantothenate transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,pnto__R_e <=> pnto__R_p
FRULYSK,Fructoselysine Kinase,0.0,1000.0,False,atp_c + frulys_c --> adp_c + frulysp_c + h_c
FDMO6,FMNH2-dependent monooxygenase (sulfoacetate),0.0,1000.0,False,fmnh2_c + o2_c + sulfac_c --> fmn_c + glx_c + h2o_c + h_c + so3_c
TSULtex,Thiosulfate transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,tsul_e <=> tsul_p
TYRtex,L-tyrosine transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,tyr__L_e <=> tyr__L_p
URAtex,Uracil transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,ura_e <=> ura_p
UREAtex,Urea transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,urea_e <=> urea_p
URItex,Uridine transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,uri_e <=> uri_p
SULFACabcpp,Sulfoacetate transport via ABC system (periplasm),0.0,1000.0,False,atp_c + h2o_c + sulfac_p --> adp_c + h_c + pi_c + sulfac_c
ETHSO3tex,Ethanesulfonate transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,ethso3_e <=> ethso3_p
BUTSO3tex,Butanesulfonate transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,butso3_e <=> butso3_p
LIPOtex,Lipoate transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,lipoate_e <=> lipoate_p
CYANSTpp,Cyanide sulfurtransferase (periplasmic),0.0,1000.0,False,cyan_p + tsul_p --> h_p + so3_p + tcynt_p
VALtex,L-valine transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,val__L_e <=> val__L_p
XANtex,Xanthine transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,xan_e <=> xan_p
MCPST,3-mercaptopyruvate sulfurtransferase,0.0,1000.0,False,cyan_c + mercppyr_c --> h_c + pyr_c + tcynt_c
XYLtex,D-xylose transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,xyl__D_e <=> xyl__D_p
PPPNtex,3-phenylpropionate transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,pppn_e <=> pppn_p
ABUTtex,4-aminobutyrate transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,4abut_e <=> 4abut_p
FORtppi,Formate transport via diffusion (cytoplasm to periplasm),0.0,1000.0,False,for_c --> for_p
PHEMEabcpp,Protoheme transport via ABC system (periplasm),0.0,1000.0,False,atp_c + h2o_c + pheme_c --> adp_c + h_c + pheme_p + pi_c
METSOX1abcpp,L-methionine S-oxide transport via ABC system (periplasm),0.0,1000.0,False,atp_c + h2o_c + metsox_S__L_p --> adp_c + h_c + metsox_S__L_c + pi_c
PPTtex,Phosphonate transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,ppt_e <=> ppt_p
GALBDtex,Beta D-galactose transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,gal_bD_e <=> gal_bD_p
LIPAHT2ex,Core oligosaccharide lipid A:hexadecanoate transferase (n-C16:0) (extracellular membrane),0.0,1000.0,False,colipa_e + h_e + hdca_e --> h2o_e + hacolipa_e
DATPHs,DATP amine hydrolysis (spontaneous),0.0,1000.0,False,datp_c + h2o_c + h_c --> ditp_c + nh4_c
GLCTR1,Glucosyltransferase I (LPS core synthesis),0.0,1000.0,False,icolipa_c + udpg_c --> gicolipa_c + h_c + udp_c
LIPAabcpp,Lipid A transport via ABC system (periplasm),0.0,1000.0,False,atp_c + h2o_c + lipa_c --> adp_c + h_c + lipa_p + pi_c
LIPAHTex,Lipid A:hexadecanoate transferase (n-C16:0) (extracellular membrane),0.0,1000.0,False,h_e + hdca_e + lipa_e --> h2o_e + halipa_e
LIPACabcpp,Lipid (cold) A transport via ABC system (periplasm),0.0,1000.0,False,atp_c + h2o_c + lipa_cold_c --> adp_c + h_c + lipa_cold_p + pi_c
ECAP1pp,Enterobacterial common antigen polymerase (periplasm),0.0,1000.0,False,2.0 unagamuf_p --> eca2und_p + h_p + udcpdp_p
PTRCtex,Putrescine transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,ptrc_e <=> ptrc_p
UDCPDPpp,Undecaprenyl-diphosphatase (periplasm),0.0,1000.0,False,h2o_p + udcpdp_p --> h_p + pi_p + udcpp_p
GGGABADr,Gamma-glutamyl-gamma aminobutyric acid dehydrogenase,-1000.0,1000.0,True,ggbutal_c + h2o_c + nadp_c <=> gg4abut_c + 2.0 h_c + nadph_c
EX_mso3_e,Methanesulfonate exchange,0.0,1000.0,False,mso3_e --> 
EX_23camp_e,"2',3'-Cyclic AMP exchange",0.0,1000.0,False,23camp_e --> 
EX_23cgmp_e,"2',3'-Cyclic GMP exchange",0.0,1000.0,False,23cgmp_e --> 
EX_23cump_e,"2',3'-Cyclic UMP exchange",0.0,1000.0,False,23cump_e --> 
ECAP2pp,Enterobacterial common antigen polymerase (periplasm),0.0,1000.0,False,eca2und_p + unagamuf_p --> eca3und_p + h_p + udcpdp_p
ECA4OALpp,Enterobacterial common antigen (x4) O-antigen ligase (periplasm),0.0,1000.0,False,colipa_p + eca4und_p --> eca4colipa_p + h_p + udcpdp_p
FE3Ri,Fe(III) reduction,0.0,1000.0,False,fadh2_c + 2.0 fe3_c --> fad_c + 2.0 fe2_c + 2.0 h_c
FE3HOXR3,Fe(III)hydroxamate reductase,0.0,1000.0,False,2.0 fe3hox_c + rbflvrd_c --> 2.0 fe2_c + 2.0 fe3hox_un_c + 2.0 h_c + ribflv_c
FEENTERR1,Fe-enterobactin reduction (Fe(III)-unloading),0.0,1000.0,False,fadh2_c + 2.0 feenter_c --> 2.0 enter_c + fad_c + 2.0 fe2_c + 2.0 h_c
NODOy,Nitric oxide dioxygenase,0.0,1000.0,False,nadph_c + 2.0 no_c + 2.0 o2_c --> h_c + nadp_c + 2.0 no3_c
PYRtex,Pyruvate transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,pyr_e <=> pyr_p
GALM2pp,Aldose-1-epimerase,0.0,1000.0,False,gal_bD_p --> gal_p
CU1abcpp,Copper (Cu +1) ABC transporter (periplasm),0.0,1000.0,False,atp_c + cu_c + h2o_c --> adp_c + cu_p + h_c + pi_c
HG2abcpp,Mercury (Hg+2) ABC transporter (periplasm),0.0,1000.0,False,atp_c + h2o_c + hg2_c --> adp_c + h_c + hg2_p + pi_c
FEENTERR3,Fe-enterobactin reduction (Fe(III)-unloading),0.0,1000.0,False,2.0 feenter_c + rbflvrd_c --> 2.0 enter_c + 2.0 fe2_c + 2.0 h_c + ribflv_c
SULFACtex,Sulfoaceate transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,sulfac_e <=> sulfac_p
EX_sulfac_e,Sulfoacetate exchange,0.0,1000.0,False,sulfac_e --> 
EX_butso3_e,Butanesulfonate exchange,0.0,1000.0,False,butso3_e --> 
GLCTR3,Glucosyltransferase III (LPS core synthesis),0.0,1000.0,False,ggagicolipa_c + udpg_c --> gggagicolipa_c + h_c + udp_c
HEPT4,Heptosyltransferase IV (LPS core synthesis),0.0,1000.0,False,adphep_LD_c + gggagicolipa_c --> adp_c + colipa_c + h_c
EX_ethso3_e,Ethanesulfonate exchange,0.0,1000.0,False,ethso3_e --> 
DSERtex,D-serine transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,ser__D_e <=> ser__D_p
LA4NTpp,"4-amino-4-deoxy-L-arabinotransferase (LPS lipid A modification, periplasmic face of membrane))",0.0,1000.0,False,colipa_p + uLa4n_p --> acolipa_p + udcpp_p
NODOx,Nitric oxide dioxygenase,0.0,1000.0,False,nadh_c + 2.0 no_c + 2.0 o2_c --> h_c + nad_c + 2.0 no3_c
SERtex,L-serine transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,ser__L_e <=> ser__L_p
NOtex,Nitric oxide transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,no_e <=> no_p
NOtpp,NO transport (diffusion),-1000.0,1000.0,True,no_p <=> no_c
NHFRBO,NADH:flavorubredoxin oxidoreductase,0.0,1000.0,False,h_c + nadh_c + 2.0 no_c --> h2o_c + n2o_c + nad_c
N2Otpp,Nitrious oxide transport (diffusion),-1000.0,1000.0,True,n2o_p <=> n2o_c
N2Otex,Nitrious oxide transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,n2o_e <=> n2o_p
CRNt8pp,L-carnitine/D-carnitine antiporter (periplasm),0.0,1000.0,False,crn__D_c + crn_p --> crn__D_p + crn_c
CRNt2rpp,L-carnitine outward transport (H+ antiport),-1000.0,1000.0,True,crn_p + h_p <=> crn_c + h_c
CRNDt2rpp,D-carnitine outward transport (H+ antiport),-1000.0,1000.0,True,crn__D_p + h_p <=> crn__D_c + h_c
CTBTt2rpp,Cronobetaine outward transport (H+ antiport),-1000.0,1000.0,True,ctbt_p + h_p <=> ctbt_c + h_c
42A12BOOXpp,"4-(2-Aminoethyl)-1,2-benzenediol:oxygen oxidoreductase(deaminating)(flavin-containing)",0.0,1000.0,False,dopa_p + h2o_p + o2_p --> 34dhpac_p + h2o2_p + nh4_p
TYROXDApp,Tyramine:oxygen oxidoreductase(deaminating)(flavin-containing) (periplasm),0.0,1000.0,False,h2o_p + o2_p + tym_p --> 4hoxpacd_p + h2o2_p + nh4_p
PACALDt2rpp,Phenylacetaldehyde reversible transport via proton symport (periplasm),-1000.0,1000.0,True,h_p + pacald_p <=> h_c + pacald_c
PEAMNtex,Phenethylamine transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,peamn_e <=> peamn_p
PACALDtex,Phenethylacetaldehyde transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,pacald_e <=> pacald_p
LIPOt2pp,Lipoate transport via proton symport (periplasm),0.0,1000.0,False,h_p + lipoate_p --> h_c + lipoate_c
AGM4PA,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide amidase,0.0,1000.0,False,anhgm4p_c + h2o_c --> LalaDgluMdapDala_c + anhgm_c
RNDR3b,Ribonucleoside-diphosphate reductase (CDP) (glutaredoxin),0.0,1000.0,False,cdp_c + grxrd_c --> dcdp_c + grxox_c + h2o_c
RNDR4b,Ribonucleoside-diphosphate reductase (UDP) (glutaredoxin),0.0,1000.0,False,grxrd_c + udp_c --> dudp_c + grxox_c + h2o_c
ACGAL1Ptex,N-acetyl-D-galactosamine 1-phosphate transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,acgal1p_e <=> acgal1p_p
ACGALtex,N-acetyl-D-galactosamine transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,acgal_e <=> acgal_p
GLCUR1Ptex,D-glucuronate 1-phosphate transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,glcur1p_e <=> glcur1p_p
UDPGLCURtex,UDP-D-glucuronate transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,udpglcur_e <=> udpglcur_p
UDPGALPpp,UDPgalactose pyrophosphohydrolase,0.0,1000.0,False,h2o_p + udpgal_p --> gal1p_p + 2.0 h_p + ump_p
UACGAMPpp,UDP-N-acetyl-D-glucosamine pyrophosphohydrolase (periplasm),0.0,1000.0,False,h2o_p + uacgam_p --> acgam1p_p + 2.0 h_p + ump_p
UACGALPpp,UDP-N-acetyl-D-galactosamine pyrophosphohydrolase (periplasm),0.0,1000.0,False,h2o_p + udpacgal_p --> acgal1p_p + 2.0 h_p + ump_p
UGLCURPpp,UDP-D-glucuronate pyrophosphohydrolase (periplasm),0.0,1000.0,False,h2o_p + udpglcur_p --> glcur1p_p + 2.0 h_p + ump_p
FEROpp,Ferroxidase,0.0,1000.0,False,4.0 fe2_p + 4.0 h_p + o2_p --> 4.0 fe3_p + 2.0 h2o_p
ISETACabcpp,Isethionate transport via ABC system (periplasm),0.0,1000.0,False,atp_c + h2o_c + isetac_p --> adp_c + h_c + isetac_c + pi_c
ISETACtex,Isethionate transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,isetac_e <=> isetac_p
GUR1PPpp,Glucuronate 1-phosphate phosphatase (periplasm),0.0,1000.0,False,glcur1p_p + h2o_p --> glcur_p + pi_p
UDPGtex,UDPglucose transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,udpg_e <=> udpg_p
ACGAL1PPpp,N-acetyl-D-galactosamine 1-phosphatase (periplasm),0.0,1000.0,False,acgal1p_p + h2o_p --> acgal_p + pi_p
UDPGALtex,UDPgalactose transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,udpgal_e <=> udpgal_p
ACGAM1Ptex,N-acetyl-D-glucosamine 1-phosphate transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,acgam1p_e <=> acgam1p_p
UACGAMtex,UDP-N-acetyl-D-glucosamine transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,uacgam_e <=> uacgam_p
UDPACGALtex,UDP-N-acetyl-D-galactosamine transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,udpacgal_e <=> udpacgal_p
AM4PCP,"Anhydrous-N-Acetylmuramyl-tetrapeptide L,D-carboxypeptidase",0.0,1000.0,False,anhm4p_c + h2o_c --> ala__D_c + anhm3p_c
AM3PA,Anhydrous-N-Acetylmuramyl-tripeptide amidase,0.0,1000.0,False,anhm3p_c + h2o_c --> LalaDgluMdap_c + anhm_c
UM4PCP,"UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate-D-alanine L,D-carboxypeptidase",0.0,1000.0,False,h2o_c + um4p_c --> ala__D_c + ugmd_c
CBLAT,Cob(I)alamin adenosyltransferase,-1000.0,1000.0,True,atp_c + cbl1_c + h_c <=> adocbl_c + pppi_c
NTRIR4pp,"Nitrite Reductase (Menaquinole-8, periplasm)",0.0,1000.0,False,2.0 h_p + 3.0 mql8_c + no2_p --> 2.0 h2o_p + 3.0 mqn8_c + nh4_p
NTRIR3pp,"Nitrite Reductase (Ubiquinole-8, periplasm)",0.0,1000.0,False,2.0 h_p + no2_p + 3.0 q8h2_c --> 2.0 h2o_p + nh4_p + 3.0 q8_c
INOSTt4pp,Na+/myo-inositol symporter (periplasm),0.0,1000.0,False,inost_p + na1_p --> inost_c + na1_c
PHEMEtiex,Protoheme transport irreversible out via diffusion (periplasm to extracellular),0.0,1000.0,False,pheme_p --> pheme_e
AGM3PA,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide amidase,0.0,1000.0,False,anhgm3p_c + h2o_c --> LalaDgluMdap_c + anhgm_c
CYANtex,Cyanide transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,cyan_e <=> cyan_p
SO3tex,Sulfite transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,so3_e <=> so3_p
TCYNTtex,Thiocyanate transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,tcynt_e <=> tcynt_p
ACANTHAT,Acetyl-CoA:anthranilate acetyltransferase,0.0,1000.0,False,accoa_c + anth_c --> acanth_c + coa_c
METSOX2abcpp,L-methionine R-oxide transport via ABC system (periplasm),0.0,1000.0,False,atp_c + h2o_c + metsox_R__L_p --> adp_c + h_c + metsox_R__L_c + pi_c
METSOX1tex,L-methionine S-oxide diffusion (extracellular),-1000.0,1000.0,True,metsox_S__L_e <=> metsox_S__L_p
METSOX2tex,L-methionine R-oxide diffusion (extracellular),-1000.0,1000.0,True,metsox_R__L_e <=> metsox_R__L_p
3UMPtex,3UMP transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,3ump_e <=> 3ump_p
MSO3abcpp,Methanesulfonate transport via ABC system (periplasm),0.0,1000.0,False,atp_c + h2o_c + mso3_p --> adp_c + h_c + mso3_c + pi_c
MSO3tex,Methanesulfonate transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,mso3_e <=> mso3_p
FECRMR1,Ferrichrome reductase,0.0,1000.0,False,fadh2_c + 2.0 fecrm_c --> fad_c + 2.0 fe2_c + 2.0 fecrm_un_c + 2.0 h_c
FECRMR2,Ferrichrome reductase,0.0,1000.0,False,2.0 fecrm_c + fmnh2_c --> 2.0 fe2_c + 2.0 fecrm_un_c + fmn_c + 2.0 h_c
TDP,Thiamin pyrophosphatase,0.0,1000.0,False,h2o_c + thmpp_c --> h_c + pi_c + thmmp_c
3PEPTabcpp,Tripeptide (LalaDgluMdap) transport via ABC system (periplasm),0.0,1000.0,False,LalaDgluMdap_p + atp_c + h2o_c --> LalaDgluMdap_c + adp_c + h_c + pi_c
4PEPTabcpp,Tetrapeptide (LalaDgluMdapDala) transport via ABC system (periplasm),0.0,1000.0,False,LalaDgluMdapDala_p + atp_c + h2o_c --> LalaDgluMdapDala_c + adp_c + h_c + pi_c
3GMPtex,3GMP transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,3gmp_e <=> 3gmp_p
FALDtpp,Formaldehyde transport via diffusion (periplasm),-1000.0,1000.0,True,fald_p <=> fald_c
EX_tym_e,Tyramine exchange,0.0,1000.0,False,tym_e --> 
AGM3Pt2pp,GlcNAc-anhMurNAc tripeptide transport in via proton symport (periplasm),0.0,1000.0,False,anhgm3p_p + h_p --> anhgm3p_c + h_c
SO4tex,Sulfate transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,so4_e <=> so4_p
AGM4Pt2pp,GlcNAc-anhMurNAc tetrapeptide transport in via proton symport (periplasm),0.0,1000.0,False,anhgm4p_p + h_p --> anhgm4p_c + h_c
AGMt2pp,GlcNAc-anhMurNAc transport in via proton symport (periplasm),0.0,1000.0,False,anhgm_p + h_p --> anhgm_c + h_c
FECRMexs,Ferrichrome Fe(III)-loading reaction (spontaneous),0.0,1000.0,False,fe3_e + fecrm_un_e --> fecrm_e
ARBTNR1,Aerobactin reductase,0.0,1000.0,False,2.0 arbtn_fe3_c + fadh2_c --> 2.0 arbtn_c + fad_c + 2.0 fe2_c + 2.0 h_c
ARBTNR2,Aerobactin reductase,0.0,1000.0,False,2.0 arbtn_fe3_c + fmnh2_c --> 2.0 arbtn_c + 2.0 fe2_c + fmn_c + 2.0 h_c
METSOXR1,L-methionine-S-oxide reductase,0.0,1000.0,False,metsox_S__L_c + trdrd_c --> h2o_c + met__L_c + trdox_c
METSOXR2,L-methionine-R-sulfoxide reductase,0.0,1000.0,False,metsox_R__L_c + trdrd_c --> h2o_c + met__L_c + trdox_c
DAPAL,"2,3-diaminopropionate amonnia lyase",0.0,1000.0,False,23dappa_c + h2o_c --> 2.0 nh4_c + pyr_c
AMPTASECG,Alanyl aminopeptidase (cys-gly),0.0,1000.0,False,cgly_c + h2o_c --> cys__L_c + gly_c
EX_imp_e,IMP exchange,0.0,1000.0,False,imp_e --> 
DOPAtex,Dopamine transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,dopa_e <=> dopa_p
4HOXPACDtex,4-hydroxyphenylacetaldehyde transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,4hoxpacd_e <=> 4hoxpacd_p
ARBTNR3,Aerobactin reductase,0.0,1000.0,False,2.0 arbtn_fe3_c + rbflvrd_c --> 2.0 arbtn_c + 2.0 fe2_c + 2.0 h_c + ribflv_c
ARBTNexs,Aerobactin Fe-loading reaction (spontaneous),0.0,1000.0,False,arbtn_e + fe3_e --> arbtn_fe3_e
FEOXAMexs,Ferroxamine Fe3-loading reaction (spontaneous),0.0,1000.0,False,fe3_e + feoxam_un_e --> feoxam_e
LACZpp,B-galactosidase,0.0,1000.0,False,h2o_p + lcts_p --> gal_p + glc__D_p
SPMDtex,Spermidine transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,spmd_e <=> spmd_p
GPDDA1pp,Glycerophosphodiester phosphodiesterase (Glycerophosphocholine),0.0,1000.0,False,g3pc_p + h2o_p --> chol_p + glyc3p_p + h_p
